age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income>50K
32,0,114288,3,9,1,5,1,0,0,0,0,40,0,0
56,0,160932,3,9,0,10,2,0,1,0,0,44,0,1
43,0,112607,2,7,0,3,2,0,1,0,0,60,0,0
17,0,152710,12,6,2,3,1,0,0,0,0,15,0,0
43,0,85995,3,9,2,6,3,0,1,0,0,40,0,0
28,1,410351,3,9,0,4,2,0,1,0,0,40,17,0
39,0,505119,10,14,0,4,2,0,1,0,0,40,12,1
28,5,189765,1,10,3,8,5,0,0,0,0,50,0,0
34,2,34848,0,13,0,3,2,0,1,0,0,54,0,0
22,0,124810,3,9,2,3,1,0,0,0,0,20,0,0
21,0,110677,1,10,0,2,4,0,0,0,0,30,0,0
20,0,228452,1,10,2,3,3,0,1,0,0,50,0,0
28,0,203260,0,13,2,5,3,0,1,0,0,8,0,0
60,0,141253,12,6,1,9,3,0,1,0,0,48,0,0
51,0,53197,1,10,0,1,2,0,1,0,0,40,0,1
37,0,60313,3,9,2,1,5,0,1,0,0,40,0,0
24,0,64520,8,4,2,3,1,0,1,0,0,40,0,0
28,0,227778,6,11,2,2,4,4,1,0,0,40,0,0
53,1,257940,8,4,0,7,2,0,1,0,0,40,0,0
37,3,141029,10,14,1,5,3,0,0,0,0,40,0,0
36,0,162256,3,9,1,4,5,0,0,0,0,40,0,0
53,3,181677,1,10,1,6,3,0,1,0,0,40,0,0
26,0,135645,0,13,2,3,3,0,1,0,0,40,0,0
43,0,184099,5,12,0,10,2,0,1,0,0,40,0,0
24,0,456460,5,12,0,8,0,0,0,0,0,40,0,0
43,2,170214,1,10,0,4,2,0,1,0,0,75,0,0
59,4,53612,10,14,3,5,1,4,0,0,0,35,0,0
17,0,140117,2,7,2,3,1,0,0,0,0,14,0,0
53,0,215790,1,10,4,8,4,0,0,0,0,22,0,0
59,0,140569,1,10,3,3,3,0,1,14084,0,60,0,1
20,0,203027,3,9,2,9,3,0,1,0,0,55,0,0
39,3,203070,1,10,0,8,2,0,1,0,0,40,0,1
19,0,63363,1,10,2,3,1,0,0,0,0,30,0,0
47,5,148171,13,16,1,5,5,0,1,0,0,50,23,1
43,2,33729,0,13,0,3,2,0,1,0,0,45,0,1
20,0,185706,1,10,2,3,3,0,0,0,0,20,0,0
25,5,328697,1,10,1,12,4,0,1,0,0,45,0,0
25,0,198632,1,10,5,3,3,0,1,0,0,50,0,0
35,0,226528,13,16,5,5,3,3,1,0,0,60,2,1
49,1,171540,1,10,0,9,2,0,1,0,0,60,0,0
58,1,115439,10,14,0,3,2,0,1,0,0,40,0,1
45,3,87207,3,9,0,8,0,0,0,0,0,37,0,0
66,0,185336,3,9,4,3,4,0,0,0,0,35,0,0
52,0,178596,10,14,0,1,2,0,1,0,0,45,0,1
41,1,200479,6,11,0,1,2,0,1,0,0,65,0,0
41,4,67671,10,14,0,5,2,0,1,0,0,50,0,0
36,1,67728,0,13,0,3,2,0,1,0,0,50,0,1
34,0,356882,1,10,0,3,2,0,1,0,0,45,0,1
21,0,138768,1,10,2,3,4,0,1,0,0,40,0,0
57,0,172291,3,9,1,8,4,4,0,0,0,40,0,0
28,0,159623,3,9,0,1,2,0,1,0,0,40,0,0
20,0,116666,1,10,2,3,1,1,1,0,0,8,7,0
25,0,99126,6,11,0,5,0,0,0,7688,0,40,0,1
26,0,128699,3,9,5,8,5,0,0,0,0,40,26,0
23,0,193090,1,10,2,8,3,0,0,3674,0,40,0,0
43,0,265266,3,9,0,1,2,0,1,0,0,40,0,0
66,1,67765,2,7,4,4,3,0,0,0,0,84,0,1
51,0,123011,0,13,1,4,3,0,1,0,2559,50,0,1
51,0,152652,2,7,1,7,3,0,1,0,0,40,0,0
29,0,162312,6,11,2,7,3,3,1,0,0,40,0,0
52,0,159755,6,11,0,5,2,0,1,0,0,50,0,1
20,0,189740,1,10,2,5,1,0,0,0,0,32,0,0
31,0,27856,3,9,2,2,5,0,0,0,0,8,0,0
48,0,355978,3,9,0,0,2,0,1,0,0,40,0,0
34,0,187203,4,15,0,3,2,0,1,7688,0,40,0,1
39,4,272166,0,13,3,5,3,4,1,0,0,30,0,0
79,0,124744,1,10,0,5,4,0,1,0,0,20,0,0
38,0,198170,6,11,0,3,2,0,1,0,0,40,0,0
23,0,263220,1,10,2,5,1,0,0,0,0,15,0,0
52,0,416129,15,1,0,2,3,0,1,0,0,40,36,0
28,0,297742,1,10,2,7,1,0,0,0,0,40,0,0
24,0,234640,3,9,5,3,1,0,0,0,0,36,0,0
24,4,32950,0,13,2,5,3,0,1,0,0,35,0,0
43,0,403276,3,9,0,1,2,0,1,0,0,40,0,0
30,0,180656,1,10,5,1,3,0,1,0,0,40,0,0
33,0,202046,3,9,0,7,2,0,1,0,0,40,4,0
40,0,244172,14,3,0,1,2,0,1,0,0,40,0,0
51,0,360131,14,3,0,1,4,0,0,0,0,40,0,0
58,1,274917,10,14,4,2,3,0,0,0,0,15,0,0
28,0,249571,3,9,0,3,2,0,1,0,0,40,0,0
40,0,103759,3,9,1,1,3,0,1,0,0,40,0,0
22,0,290504,3,9,2,2,4,0,1,0,0,40,0,0
40,5,52498,5,12,1,8,5,0,0,0,0,40,0,0
33,0,139057,10,14,0,0,2,1,1,0,0,50,0,1
21,0,212661,1,10,2,5,1,0,0,0,0,30,0,0
37,0,178948,0,13,0,4,0,0,0,7688,0,45,0,1
46,4,318259,3,9,2,2,5,0,0,0,0,40,0,0
51,1,22154,1,10,1,8,3,0,1,0,0,40,0,0
50,0,135643,3,9,0,7,4,1,0,0,0,40,11,0
32,4,190228,3,9,0,2,2,0,1,0,0,40,0,0
32,0,285131,5,12,2,5,5,0,1,0,0,20,0,0
37,0,280966,0,13,0,6,2,0,1,0,0,40,0,1
25,0,273876,0,13,2,3,3,0,1,0,0,65,0,0
46,4,187505,10,14,0,8,2,0,1,0,0,40,0,0
33,0,161035,2,7,0,1,2,0,1,0,0,49,0,0
44,0,56651,5,12,0,7,2,0,1,0,0,42,0,0
36,0,199346,10,14,0,5,0,0,0,0,0,50,0,1
31,1,24504,3,9,2,1,5,0,1,0,0,50,0,0
32,0,108116,0,13,0,4,2,0,1,0,1902,60,0,1
36,0,132563,4,15,0,8,0,0,0,0,0,15,0,1
53,0,151864,3,9,0,1,2,0,1,0,0,40,0,0
24,0,199011,3,9,2,1,1,0,1,0,0,40,0,0
20,4,312427,3,9,0,12,2,4,1,0,0,30,3,0
34,0,234537,5,12,1,3,3,0,1,0,0,40,0,0
17,0,333304,3,9,2,2,1,0,0,0,0,40,0,0
55,0,426263,3,9,0,8,2,0,1,0,0,40,0,0
43,0,303426,3,9,1,2,5,1,1,5721,0,40,15,0
45,2,214690,1,10,3,8,3,0,1,0,0,40,0,0
41,0,217902,3,9,0,4,2,0,1,0,0,40,0,1
39,0,202937,1,10,1,0,3,0,0,0,0,40,17,0
46,2,219962,0,13,0,7,2,0,1,7298,0,40,0,1
21,0,222490,6,11,2,8,1,0,0,0,0,40,0,0
21,0,315065,8,4,2,2,4,0,1,0,0,48,20,0
33,0,460408,3,9,2,3,3,0,1,3325,0,50,0,0
49,0,218357,6,11,1,5,3,0,0,0,0,38,0,0
19,0,188669,1,10,2,3,1,0,0,0,0,25,0,0
33,0,189368,1,10,0,10,2,4,1,0,0,40,0,1
38,1,245372,1,10,0,5,2,0,1,3137,0,50,0,0
25,1,159909,6,11,0,9,2,0,1,0,0,40,0,0
36,0,175232,3,9,0,1,2,0,1,5178,0,40,0,1
51,2,28765,4,15,0,5,2,0,1,0,0,60,0,1
46,0,145636,3,9,0,4,2,0,1,3103,0,50,0,1
53,1,284329,10,14,1,4,3,0,1,0,0,50,0,1
32,0,72591,3,9,0,1,2,0,1,0,0,40,0,0
34,0,152667,1,10,0,7,2,0,1,0,0,35,0,0
56,0,155449,0,13,0,5,2,0,1,0,0,50,0,0
50,0,178596,3,9,1,1,5,0,1,0,1408,50,0,0
62,0,181063,12,6,4,5,3,0,0,0,0,30,0,0
18,0,153302,3,9,2,5,3,0,0,0,0,40,0,0
28,0,52603,0,13,0,3,2,0,1,0,0,50,0,1
28,0,166481,8,4,0,6,2,3,1,0,2179,40,3,0
61,1,48846,13,16,0,5,2,0,1,0,0,55,0,1
60,1,224377,3,9,0,3,2,0,1,0,0,40,0,0
20,0,221661,12,6,2,3,3,0,0,0,0,30,20,0
40,0,45687,1,10,1,2,3,4,1,4787,0,50,0,1
24,0,390608,3,9,2,5,3,0,0,0,0,36,0,0
45,0,139571,3,9,0,1,2,0,1,0,0,50,0,1
59,4,221417,3,9,0,12,2,0,1,0,0,40,0,1
29,0,54932,1,10,1,1,5,0,1,0,0,35,0,1
37,0,291251,3,9,1,7,3,0,0,0,0,40,0,0
20,0,209955,1,10,2,2,1,0,1,0,0,25,0,0
32,0,153963,3,9,1,2,5,0,0,0,0,35,0,0
40,0,510072,0,13,0,3,2,0,1,0,0,55,0,1
62,0,141308,1,10,2,8,3,0,0,0,0,40,0,0
28,0,153869,2,7,0,1,2,0,1,0,0,40,0,0
62,0,213321,3,9,0,5,2,0,1,0,0,40,0,1
26,0,288959,3,9,0,3,2,4,1,0,0,36,0,0
71,0,93202,3,9,1,2,3,0,0,0,0,16,0,0
42,0,201343,3,9,0,1,2,0,1,2885,0,40,0,0
23,0,154785,1,10,2,8,4,1,0,0,0,40,0,0
36,1,37778,10,14,0,9,2,0,1,0,0,70,0,0
20,0,112847,3,9,2,9,1,1,1,0,0,40,0,0
35,1,61343,3,9,0,1,2,0,1,0,0,90,0,0
18,0,256179,1,10,2,5,1,0,1,594,0,10,0,0
35,0,263081,3,9,0,1,2,4,1,0,0,60,0,1
36,0,181553,3,9,0,2,2,0,1,0,0,40,0,0
18,0,208103,2,7,2,2,4,0,1,0,0,25,0,0
23,0,189194,1,10,2,7,1,0,1,0,0,40,0,0
25,0,117589,5,12,2,8,3,0,0,0,0,40,0,0
24,0,137589,3,9,2,8,1,0,0,0,0,30,0,0
32,0,283400,3,9,2,7,3,0,0,0,0,40,0,0
77,5,267799,13,16,5,5,3,0,1,0,0,4,0,1
23,0,106615,5,12,2,5,1,0,0,2176,0,25,0,0
38,0,304651,3,9,0,8,2,0,1,0,0,45,0,1
54,0,229983,0,13,1,5,3,0,0,0,0,36,0,0
35,5,106448,10,14,2,5,3,0,1,0,0,45,0,0
24,0,164574,3,9,0,10,2,0,1,0,0,40,0,0
17,0,327434,12,6,2,3,1,0,1,0,0,20,0,0
42,0,154076,3,9,0,5,2,0,1,7688,0,50,0,1
32,0,137076,1,10,0,3,2,0,1,0,0,40,0,0
30,0,169841,3,9,1,3,3,0,0,0,0,25,0,0
20,0,194630,3,9,2,3,3,0,1,0,0,40,0,0
59,0,97168,12,6,0,1,2,0,1,0,0,40,0,1
24,0,408585,8,4,0,9,1,0,0,0,0,45,20,0
72,0,89299,3,9,1,2,3,0,0,0,0,16,0,0
53,0,291755,6,11,0,1,2,0,1,0,0,40,0,0
29,0,256211,11,2,2,5,1,1,1,0,0,40,15,0
40,0,79036,6,11,1,10,3,0,1,0,0,50,0,1
48,0,370119,0,13,0,3,2,0,1,0,2415,50,0,1
35,0,282753,6,11,0,1,2,0,1,0,0,40,0,1
37,0,267085,1,10,0,1,2,0,1,0,0,40,0,0
21,0,107452,3,9,2,1,4,0,1,0,0,40,0,0
33,0,160216,10,14,2,4,3,0,0,0,0,32,0,0
23,0,445758,14,3,2,6,5,0,1,0,0,40,20,0
41,0,147372,3,9,0,8,2,0,1,0,0,48,0,0
53,1,99516,0,13,0,1,2,0,1,0,0,40,0,0
31,0,651396,3,9,2,3,1,0,0,0,1594,30,0,0
47,0,256522,3,9,0,6,2,0,1,0,0,40,0,0
40,0,225263,1,10,0,4,0,0,0,0,0,45,0,1
23,0,184589,0,13,2,5,1,0,0,0,0,21,0,0
43,0,483450,7,5,0,4,2,0,1,0,0,40,20,0
37,0,175130,3,9,1,8,5,0,0,0,0,45,0,0
18,0,51789,1,10,2,2,1,0,1,0,0,8,0,0
52,0,202071,3,9,4,1,1,0,0,0,0,40,0,0
18,0,129010,9,8,2,1,1,0,1,0,0,10,0,0
62,4,103344,3,9,1,1,3,0,1,0,0,40,0,0
45,4,93535,10,14,1,5,5,0,0,0,0,40,0,0
26,0,201481,0,13,2,4,3,0,0,0,0,40,0,0
35,0,215419,1,10,1,8,3,0,0,0,0,45,0,0
32,0,240763,2,7,1,10,1,4,1,0,0,45,0,0
46,0,102102,3,9,2,4,3,0,1,0,0,40,0,0
46,0,27669,3,9,2,2,3,0,0,0,0,28,0,0
56,0,92215,7,5,1,1,3,0,0,0,0,40,0,1
27,0,113882,12,6,0,1,2,0,1,4508,0,40,0,0
28,0,161087,1,10,2,4,3,4,0,0,0,45,18,0
49,5,391585,0,13,0,4,2,0,1,15024,0,40,0,1
26,0,173927,6,11,2,5,1,3,0,0,0,60,18,0
43,0,83411,1,10,0,3,2,0,1,0,0,50,0,1
21,0,206492,3,9,2,3,1,0,0,0,0,40,0,0
24,4,322658,0,13,2,5,3,0,0,0,0,40,0,0
49,0,248895,3,9,0,7,2,0,1,0,0,45,0,0
46,2,256909,3,9,5,9,3,0,1,3325,0,45,0,0
24,1,35448,3,9,3,2,5,0,0,0,0,50,0,0
21,0,214731,1,10,2,5,1,0,0,0,0,40,0,0
27,0,369188,0,13,0,5,0,0,0,0,0,90,0,1
24,0,345066,3,9,2,6,3,4,0,0,0,50,0,0
37,0,226500,0,13,0,3,2,0,1,0,0,55,0,1
20,0,211293,1,10,2,3,1,4,0,0,0,14,0,0
49,0,102096,7,5,0,6,2,0,1,3781,0,40,0,0
74,6,216001,8,4,0,9,2,0,1,0,0,20,0,0
35,1,335704,1,10,0,4,2,0,1,0,0,40,0,0
21,0,151158,1,10,2,5,3,0,0,0,0,25,0,0
37,0,279029,0,13,2,1,3,0,1,0,0,40,0,0
21,0,416103,3,9,2,7,1,0,1,0,0,40,0,0
25,0,72294,3,9,2,8,1,0,0,0,0,40,0,0
40,0,132839,1,10,1,7,3,4,1,0,0,40,0,0
52,0,292110,14,3,2,6,3,0,0,0,0,40,0,0
36,0,192614,3,9,1,7,3,0,1,0,0,56,0,0
34,4,97723,4,15,0,5,2,0,1,0,0,40,0,1
36,0,83471,3,9,4,2,5,1,0,0,0,20,0,0
56,1,249368,3,9,5,4,3,0,1,0,0,70,0,0
35,0,193815,5,12,0,8,2,0,1,0,0,40,0,1
54,3,127455,1,10,0,12,2,0,1,0,0,48,0,1
41,0,218172,0,13,5,4,3,0,0,13550,0,60,0,1
45,0,142889,3,9,1,1,5,0,1,0,0,44,0,0
46,5,327786,6,11,1,0,3,0,0,3325,0,42,0,0
34,0,154120,10,14,0,4,2,0,1,15024,0,60,0,1
24,0,236769,5,12,2,4,1,0,1,0,0,40,0,0
35,0,112271,10,14,0,8,2,0,1,0,0,40,0,0
65,4,153890,9,8,4,4,3,0,1,2009,0,44,0,0
43,0,180985,1,10,0,10,2,0,1,0,0,60,0,1
48,0,83444,10,14,0,5,2,0,1,7298,0,55,0,1
31,0,101345,0,13,2,3,3,0,0,0,0,40,0,0
60,0,31577,6,11,0,0,2,0,1,0,0,40,0,0
24,5,247075,3,9,2,8,5,4,0,0,0,20,0,0
55,0,102058,12,6,0,4,2,0,1,0,0,45,0,0
49,0,246183,3,9,0,3,2,0,1,0,0,40,0,1
63,4,86590,3,9,0,4,0,0,0,0,0,32,0,0
25,0,135568,3,9,0,6,2,0,1,0,0,40,0,0
26,4,287233,0,13,0,5,0,4,0,0,0,40,0,1
37,0,183739,10,14,0,5,0,0,0,0,0,8,0,1
27,0,299536,1,10,0,8,0,0,0,0,0,55,0,0
49,0,57665,0,13,1,5,1,0,0,0,0,40,0,0
25,0,469697,1,10,0,1,1,0,1,0,0,40,0,0
64,0,298546,3,9,0,9,2,0,1,0,0,70,0,0
22,0,276494,3,9,2,6,3,4,1,0,0,40,0,0
33,0,296538,3,9,0,3,2,0,1,0,0,45,0,1
36,4,173542,3,9,1,8,5,0,0,0,0,40,0,0
41,0,121055,3,9,1,10,3,0,1,0,0,40,0,0
37,0,99374,12,6,0,10,2,0,1,0,0,55,0,0
46,0,56482,1,10,2,4,3,4,1,0,0,40,0,0
35,0,227571,8,4,0,6,2,0,1,0,0,40,20,0
44,0,120277,10,14,0,4,2,0,1,0,0,38,0,1
40,0,260696,3,9,2,8,3,0,0,0,0,40,0,0
37,0,174844,1,10,0,2,2,0,1,0,0,17,0,0
44,1,75065,9,8,0,4,2,1,1,0,0,60,19,0
52,4,155233,3,9,4,8,5,0,0,0,0,28,0,0
41,0,206066,1,10,0,7,2,0,1,0,0,40,0,0
24,0,211527,0,13,2,8,3,0,1,0,0,30,0,0
28,1,119793,3,9,2,2,3,0,1,0,0,40,0,0
22,0,157783,3,9,0,2,2,1,1,0,0,35,19,0
33,0,118941,3,9,0,8,0,0,0,0,0,40,0,1
24,0,234259,3,9,2,8,4,0,0,0,0,40,0,0
38,1,31848,3,9,0,9,2,0,1,0,0,50,0,0
35,1,216129,9,8,2,2,3,4,0,0,0,40,37,0
29,0,108574,6,11,2,11,1,0,0,0,0,40,0,0
31,0,307543,12,6,2,10,1,0,1,0,0,99,12,0
43,0,315971,5,12,2,5,3,0,0,0,0,32,0,1
19,0,299050,1,10,2,8,1,0,1,0,0,20,0,0
48,1,200471,1,10,0,1,2,0,1,0,0,40,0,0
22,0,143062,1,10,2,9,1,0,1,0,0,12,0,0
69,1,505365,1,10,0,3,2,0,1,6514,0,45,0,1
63,0,264600,12,6,0,8,2,0,1,0,0,45,0,0
39,0,190466,3,9,1,1,1,0,1,2174,0,40,0,0
38,0,131288,6,11,2,9,3,0,1,0,0,50,0,0
20,0,189888,9,8,2,2,3,0,1,0,0,40,0,0
54,0,146834,12,6,0,7,2,0,1,0,0,60,0,0
48,0,140782,10,14,0,4,0,0,0,0,1902,38,0,1
34,0,150154,3,9,0,1,2,0,1,0,0,50,0,1
59,2,103948,3,9,0,3,2,0,1,0,0,60,0,1
24,0,427686,11,2,0,6,4,0,1,0,0,40,20,0
35,0,374524,4,15,0,5,2,0,1,0,0,75,0,1
54,0,97778,8,4,0,1,2,0,1,0,0,40,0,0
20,0,291979,3,9,0,3,4,0,1,0,0,20,0,0
21,0,216867,1,10,2,6,1,0,1,0,0,40,0,0
49,0,330535,13,16,1,4,5,0,1,0,0,40,0,1
49,0,183013,3,9,0,9,2,0,1,0,0,40,0,0
29,0,141350,3,9,2,12,3,0,1,0,0,50,0,0
34,5,180871,0,13,0,8,2,0,1,0,0,55,0,0
60,0,26721,1,10,0,1,2,0,1,0,0,40,0,0
19,0,112432,3,9,0,6,2,0,1,0,0,58,0,0
55,0,105582,3,9,0,6,2,0,1,3103,0,40,0,1
18,0,716066,12,6,2,7,1,0,1,0,0,30,0,0
39,5,122011,10,14,0,5,0,0,0,5178,0,38,0,1
55,0,376058,7,5,2,5,1,0,0,0,0,45,0,0
23,0,428299,3,9,2,1,3,0,1,0,0,40,0,0
49,0,182862,1,10,0,1,2,0,1,7688,0,40,0,1
46,5,87018,0,13,2,4,5,0,0,0,0,40,0,0
37,1,98941,4,15,0,5,2,0,1,7688,0,50,0,1
36,0,353263,0,13,1,8,5,0,0,0,0,40,0,0
38,0,191137,12,6,0,2,2,0,1,0,0,40,0,0
39,3,72887,1,10,0,4,2,1,1,0,0,40,0,1
34,0,158688,1,10,0,5,2,0,1,0,0,45,0,0
62,0,173601,0,13,0,7,2,0,1,0,0,40,0,0
50,1,27539,1,10,0,9,2,0,1,7688,0,40,0,1
45,0,31339,0,13,0,8,2,0,1,0,0,45,0,1
31,0,175778,5,12,2,8,3,0,0,0,0,40,0,0
17,1,174120,9,8,2,6,1,0,1,0,0,15,0,0
45,0,178215,7,5,0,7,0,0,0,0,0,40,0,1
55,1,184702,3,9,0,3,2,0,1,0,0,40,0,0
47,4,47270,5,12,3,8,5,4,0,0,0,40,0,0
40,0,142886,0,13,4,4,5,0,0,0,0,40,0,0
43,0,105119,3,9,0,8,2,0,1,0,0,40,0,0
21,0,221661,3,9,2,3,1,0,0,0,0,35,0,0
29,0,247445,3,9,1,3,3,0,1,0,0,45,0,0
37,0,169426,3,9,0,1,2,0,1,0,0,60,0,1
26,0,177720,5,12,1,5,5,0,0,0,0,45,0,0
23,0,132220,3,9,0,6,2,0,1,0,0,40,0,0
36,0,28160,3,9,1,5,3,0,0,0,0,40,0,0
47,3,31339,1,10,0,8,2,0,1,0,0,40,0,0
21,0,196074,7,5,2,2,4,0,1,0,0,40,0,0
23,0,200677,12,6,2,7,3,0,0,0,0,40,0,0
49,4,174981,10,14,0,4,2,4,1,0,0,47,0,1
49,0,186078,10,14,0,5,0,0,0,0,0,50,0,1
44,1,122749,3,9,0,1,2,0,1,0,0,35,5,0
38,0,461337,3,9,2,3,3,0,0,0,0,33,0,0
41,0,75012,3,9,0,7,2,0,1,0,0,50,0,0
68,2,260198,0,13,0,3,2,0,1,0,0,40,0,1
49,4,78859,10,14,4,5,5,0,0,0,323,20,0,0
27,0,168827,0,13,2,3,1,0,1,0,0,2,0,0
38,0,366618,3,9,1,1,3,0,1,0,0,40,0,0
28,0,194472,1,10,0,8,1,0,0,0,0,40,0,0
43,5,230961,3,9,0,1,2,0,1,0,0,40,0,0
46,5,107682,3,9,1,8,3,0,0,0,0,38,0,0
45,0,118291,1,10,2,1,3,0,0,0,0,80,0,0
30,0,201196,2,7,2,5,1,4,0,0,0,40,0,0
54,4,182429,3,9,4,10,5,0,0,0,0,38,0,0
43,4,33331,10,14,0,4,2,0,1,0,0,40,0,1
33,4,251521,0,13,2,4,3,0,0,0,0,50,0,0
25,0,361307,0,13,2,3,1,0,0,0,0,40,0,0
49,0,175958,0,13,0,4,2,0,1,0,0,46,0,1
47,0,98044,15,1,2,2,3,0,1,0,0,25,36,0
61,0,171429,2,7,1,2,5,0,0,0,0,36,0,0
40,0,299197,3,9,2,5,3,0,1,0,0,23,0,0
27,5,68393,0,13,2,8,3,0,0,0,0,40,0,0
56,0,124137,3,9,1,8,3,0,1,0,0,41,0,0
37,0,98776,0,13,0,4,2,0,1,0,0,40,0,1
46,1,224108,3,9,0,4,0,0,0,0,0,50,0,0
39,0,185405,12,6,0,1,2,0,1,0,0,40,0,0
47,0,139268,0,13,2,0,3,0,1,27828,0,38,0,1
31,0,215047,0,13,2,8,3,0,1,0,0,50,0,0
31,0,231263,0,13,1,4,3,0,1,4650,0,45,0,0
31,4,446358,13,16,2,5,3,0,1,0,0,50,20,1
67,0,158301,3,9,1,10,3,0,1,0,0,60,0,0
27,3,148153,3,9,0,6,2,1,1,0,0,40,0,0
49,4,276247,1,10,0,12,2,0,1,0,0,40,0,0
63,0,75813,4,15,0,5,2,0,1,99999,0,60,0,1
43,0,306440,4,15,2,5,3,0,1,0,0,66,23,0
39,4,187127,1,10,0,4,2,0,1,0,0,40,0,0
48,0,64156,1,10,0,4,2,0,1,0,0,45,0,0
36,0,24106,3,9,0,1,2,0,1,3103,0,40,0,1
58,5,185338,0,13,4,0,5,0,0,0,0,40,0,1
26,0,260614,3,9,0,7,2,0,1,0,0,40,0,0
46,0,241935,2,7,0,2,2,4,1,7688,0,40,0,1
34,3,168931,0,13,0,4,0,3,0,0,0,40,0,1
31,0,117028,3,9,0,7,2,0,1,0,0,40,0,0
41,1,390369,4,15,0,5,2,0,1,0,0,58,0,1
33,1,124187,5,12,2,2,3,4,1,0,0,32,0,0
24,0,33551,1,10,1,8,3,0,1,0,0,50,0,0
73,0,192740,0,13,0,5,2,0,1,0,0,30,0,0
37,0,50380,2,7,0,9,2,0,1,0,0,40,0,0
44,0,106900,0,13,0,5,2,0,1,0,0,60,0,0
32,0,173730,0,13,0,4,2,0,1,7688,0,40,0,1
21,0,238899,0,13,2,3,1,4,0,0,0,30,0,0
42,1,210013,1,10,0,1,2,0,1,0,0,45,0,0
25,0,234057,3,9,2,1,3,0,0,0,0,40,0,0
22,0,400966,1,10,2,8,1,0,0,0,0,40,0,0
41,0,47902,1,10,0,3,2,0,1,0,0,35,0,1
29,0,164711,1,10,2,6,4,0,1,0,0,40,0,0
31,0,111363,0,13,2,4,3,0,1,0,0,40,0,0
61,1,140300,3,9,2,3,3,0,0,0,0,44,0,0
24,4,403471,1,10,2,8,1,4,0,0,0,48,0,0
24,0,206827,1,10,2,8,1,0,0,0,0,30,0,0
20,0,318865,1,10,2,5,3,0,1,0,0,40,0,0
39,1,163204,3,9,0,3,2,0,1,0,0,40,0,0
49,5,154493,3,9,1,4,5,0,0,0,0,44,0,0
40,0,198316,12,6,0,4,2,0,1,0,0,40,0,1
49,3,181657,1,10,1,4,3,0,0,0,0,50,0,0
29,0,89813,3,9,0,7,0,0,0,0,0,40,33,0
34,0,167893,1,10,0,5,2,0,1,0,0,64,0,1
41,5,116520,13,16,0,5,2,0,1,0,0,40,0,1
21,0,113163,1,10,2,8,1,0,1,0,0,50,0,0
45,0,182689,3,9,0,3,2,0,1,7688,0,40,0,1
46,2,192779,4,15,0,5,2,0,1,15024,0,60,0,1
46,0,384795,0,13,1,5,5,4,0,0,0,32,0,0
57,3,236048,3,9,1,8,5,0,0,0,0,40,0,0
28,0,51461,0,13,0,8,2,0,1,0,1887,40,0,1
31,1,402812,3,9,0,1,2,0,1,7298,0,45,0,1
43,0,110556,3,9,3,4,5,4,0,0,0,40,0,0
38,0,169926,5,12,0,4,0,0,0,0,1902,40,0,1
18,0,171748,1,10,2,5,1,4,0,0,0,24,0,0
33,0,111363,0,13,0,4,2,0,1,0,0,40,0,1
38,0,170861,1,10,2,8,1,0,0,0,0,40,0,0
47,1,152752,14,3,0,10,2,0,1,0,0,20,0,0
28,3,366533,1,10,2,8,3,0,0,0,0,40,0,0
49,0,232586,14,3,0,1,2,0,1,0,0,40,0,0
50,0,104501,10,14,0,5,2,0,1,0,0,40,0,1
22,0,35448,3,9,0,5,0,0,0,0,0,22,0,0
27,0,200928,1,10,2,3,1,0,1,0,0,22,0,0
43,0,281315,1,10,1,3,3,0,1,0,0,42,0,0
23,0,50341,10,14,2,3,3,0,0,0,0,20,0,0
32,0,329993,1,10,0,10,2,0,1,0,0,50,0,0
18,0,457710,2,7,2,5,1,0,1,0,0,16,20,0
32,4,250585,0,13,2,5,3,0,0,0,0,50,0,0
42,1,24763,13,16,0,5,2,0,1,15024,0,40,0,1
51,0,313146,3,9,0,7,2,0,1,0,0,40,0,0
31,0,43819,0,13,0,4,0,0,0,0,0,40,0,1
59,0,99131,3,9,0,8,0,0,0,0,0,40,0,0
28,0,209641,3,9,2,2,3,0,1,0,0,32,0,0
52,0,72743,3,9,5,8,3,0,0,0,0,50,0,0
35,0,152909,0,13,0,4,2,0,1,0,1887,45,0,1
41,3,341638,5,12,0,12,2,0,1,0,0,92,0,0
20,0,105244,1,10,2,6,3,0,1,0,0,50,0,0
27,0,38606,0,13,2,3,3,0,1,0,1504,45,0,0
35,0,320084,0,13,0,5,0,0,0,0,0,55,0,1
42,0,68729,1,10,2,1,3,1,1,0,0,40,0,0
44,0,222434,3,9,1,7,1,0,1,0,0,40,0,0
24,0,188925,6,11,0,7,2,0,1,0,0,40,0,0
54,0,192862,3,9,1,4,5,0,0,0,0,45,0,0
41,1,197176,3,9,0,4,2,0,1,0,0,50,0,0
55,0,124771,0,13,0,4,2,0,1,15024,0,50,0,1
90,0,52386,1,10,2,2,3,1,1,0,0,35,0,0
28,5,90872,1,10,1,8,3,4,0,0,0,40,0,0
40,0,83411,1,10,0,7,2,0,1,0,0,37,0,0
54,0,285854,3,9,0,10,2,0,1,0,0,40,0,1
38,1,195686,3,9,3,4,5,0,1,0,0,25,0,0
35,0,208165,3,9,1,4,5,0,0,0,0,50,0,0
